1	92914	0.9794872	0.0205128
1	92994	0.9924433	0.0075567
1	93055	0.9899244	0.0100756
1	93160	0.9744246	0.0255754
1	93206	0.9948849	0.0051151
1	93304	0.9973475	0.0026525
1	93310	0.9973404	0.0026596
1	93315	0.9973333	0.0026667
1	93323	0.9973615	0.0026385
1	93378	0.7127937	0.2872063
1	93409	0.9820972	0.0179028
1	93412	0.9973753	0.0026247
1	93419	0.9973822	0.0026178
1	93420	0.9973753	0.0026247
1	93435	0.9973615	0.0026385
1	93449	0.9973684	0.0026316
1	93496	0.9974747	0.0025253
1	93502	0.9974555	0.0025445
1	93503	0.9974811	0.0025189
1	93581	0.9946809	0.0053191
1	93583	0.9946667	0.0053333
1	93584	0.9946667	0.0053333
1	93587	0.9946667	0.0053333
1	93590	0.9947090	0.0052910
1	93595	0.9946381	0.0053619
1	93600	0.9947090	0.0052910
1	93651	0.9872123	0.0127877
1	93674	0.9948980	0.0051020
1	93941	0.9918478	0.0081522
1	93993	0.9974227	0.0025773
1	94012	0.9892183	0.0107817
1	94162	0.9948454	0.0051546
1	94164	0.9942857	0.0057143
1	94166	0.9944598	0.0055402
1	94187	0.9944598	0.0055402
1	94194	0.9944751	0.0055249
1	94195	0.9945055	0.0054945
1	94199	0.9944904	0.0055096
1	94201	0.9946092	0.0053908
1	94205	0.9946092	0.0053908
1	94219	0.9945055	0.0054945
1	94220	0.9944751	0.0055249
1	94225	0.9945355	0.0054645
1	94227	0.9944751	0.0055249
1	94235	0.9944598	0.0055402
1	94327	0.9945055	0.0054945
1	94337	0.9943820	0.0056180
1	94340	0.9948052	0.0051948
1	94342	0.9946237	0.0053763
1	94374	0.9947090	0.0052910
1	94448	0.9949239	0.0050761
1	94467	0.9940476	0.0059524
1	94515	0.9913043	0.0086957
1	94517	0.9945355	0.0054645
1	94528	0.9971347	0.0028653
1	94561	0.9973404	0.0026596
1	94780	0.9973333	0.0026667
1	94820	0.9942693	0.0057307
1	94874	0.9948052	0.0051948
1	94876	0.9948718	0.0051282
1	94886	0.9948586	0.0051414
1	94898	0.9946092	0.0053908
1	95049	0.9948718	0.0051282
1	95133	0.9944444	0.0055556
1	95145	0.9944444	0.0055556
1	95148	0.9972145	0.0027855
1	95167	0.9972145	0.0027855
1	95171	0.9971831	0.0028169
1	95182	0.9972452	0.0027548
1	95228	0.9943503	0.0056497
1	95231	0.9822785	0.0177215
1	95264	0.9971098	0.0028902
1	95265	0.9970845	0.0029155
1	95272	0.9971014	0.0028986
1	95310	0.9972603	0.0027397
1	95430	0.7146597	0.2853403
1	95485	0.9846547	0.0153453
1	95518	0.3263158	0.6736842
1	95529	0.6868421	0.3131579
1	95551	0.9947090	0.0052910
1	95559	0.9948187	0.0051813
1	95570	0.9948454	0.0051546
1	95579	0.9948586	0.0051414
1	95584	0.9974227	0.0025773
1	95600	0.9974293	0.0025707
1	95621	0.6710526	0.3289474
1	95632	0.6701571	0.3298429
1	95641	0.6675393	0.3324607
1	95680	0.6701847	0.3298153
1	95685	0.6710526	0.3289474
1	95686	0.6701847	0.3298153
1	95710	0.6973684	0.3026316
1	95754	0.9405685	0.0594315
1	95775	0.9822335	0.0177665
1	95786	0.9898219	0.0101781
1	95839	0.3255208	0.6744792
1	95906	0.3139842	0.6860158
1	95951	0.9770992	0.0229008
1	95956	0.9768041	0.0231959
1	95960	0.9769821	0.0230179
1	95979	0.9769231	0.0230769
1	95987	0.9769821	0.0230179
1	96128	0.9769231	0.0230769
1	96136	0.9769821	0.0230179
1	96176	0.9870466	0.0129534
1	96181	0.9870466	0.0129534
1	96191	0.9870466	0.0129534
1	96201	0.9870130	0.0129870
1	96208	0.9870130	0.0129870
1	96248	0.9870466	0.0129534
1	96294	0.9897436	0.0102564
1	96348	0.9922280	0.0077720
1	96511	0.9974684	0.0025316
1	96627	0.9949367	0.0050633
1	96764	0.9898477	0.0101523
1	97349	0.9974811	0.0025189
1	97860	0.9772152	0.0227848
1	98042	0.9722922	0.0277078
1	98271	0.9539642	0.0460358
1	98866	0.9565217	0.0434783
1	98868	0.1910995	0.8089005
1	99107	0.9924623	0.0075377
1	99226	0.9795918	0.0204082
1	99273	0.9088608	0.0911392
1	99870	0.9974937	0.0025063
1	100325	0.9624060	0.0375940
1	100330	0.0025063	0.9974937
1	100333	0.9924812	0.0075188
1	100608	0.2368421	0.7631579
1	100916	0.9624060	0.0375940
1	101208	0.7412060	0.2587940
1	101584	0.9664948	0.0335052
1	101592	0.9715762	0.0284238
1	101594	0.9715762	0.0284238
1	101602	0.9715762	0.0284238
1	101608	0.9715762	0.0284238
1	101679	0.9740933	0.0259067
1	102647	0.9949749	0.0050251
1	102858	0.9772727	0.0227273
1	103802	0.9872123	0.0127877
1	103803	0.9974359	0.0025641
1	104717	0.9796438	0.0203562
1	105591	0.9287532	0.0712468
1	106366	0.8277635	0.1722365
1	106668	0.8838384	0.1161616
1	107148	0.9849624	0.0150376
1	107519	0.7293233	0.2706767
1	107626	0.9047619	0.0952381
1	107675	0.9799499	0.0200501
1	107756	0.0025189	0.9974811
1	107823	0.9045226	0.0954774
1	108002	0.9122807	0.0877193
1	108525	0.4712042	0.5287958
1	109435	0.9924812	0.0075188
1	109535	0.9573935	0.0426065
1	109641	0.9824561	0.0175439
1	109860	0.9899497	0.0100503
1	110512	0.9654255	0.0345745
1	110894	0.9924433	0.0075567
1	111040	0.3772152	0.6227848
1	111041	0.3772152	0.6227848
1	111158	0.9773869	0.0226131
1	111350	0.9924812	0.0075188
1	111503	0.0100251	0.9899749
1	111867	0.9699248	0.0300752
1	112038	0.4185464	0.5814536
1	112108	0.9949875	0.0050125
1	112653	0.9749373	0.0250627
1	112786	0.9874687	0.0125313
1	113338	0.9974937	0.0025063
1	113444	0.9924812	0.0075188
1	113500	0.9699248	0.0300752
1	113889	0.7744361	0.2255639
1	114473	0.0075188	0.9924812
1	114559	0.0075188	0.9924812
1	114712	0.7682620	0.2317380
1	114724	0.6574307	0.3425693
1	115583	0.9924812	0.0075188
1	115610	0.5692695	0.4307305
1	115778	0.9974937	0.0025063
1	115913	0.9899497	0.0100503
1	115936	0.9748744	0.0251256
1	116301	0.9974937	0.0025063
1	116706	0.9974874	0.0025126
1	117048	0.0026247	0.9973753
1	117064	0.5809769	0.4190231
1	117140	0.8513854	0.1486146
1	117287	0.9773869	0.0226131
1	117367	0.3207071	0.6792929
1	117446	0.9949495	0.0050505
1	117743	0.9848485	0.0151515
1	117886	0.9822785	0.0177215
1	118181	0.2881356	0.7118644
1	118184	0.2832861	0.7167139
1	118453	0.9974937	0.0025063
1	118934	0.9924623	0.0075377
1	118965	0.9899497	0.0100503
1	119588	0.9949875	0.0050125
1	119760	0.9924812	0.0075188
1	119781	0.9949875	0.0050125
1	119885	0.9899749	0.0100251
1	119953	0.9874687	0.0125313
1	120026	0.9924812	0.0075188
1	120397	0.9223058	0.0776942
1	120736	0.9949875	0.0050125
1	120948	0.9899749	0.0100251
1	121709	0.9823232	0.0176768
1	121947	0.9924433	0.0075567
1	122006	0.9381443	0.0618557
1	123407	0.9824121	0.0175879
1	123677	0.9974026	0.0025974
1	124369	0.9973822	0.0026178
1	125027	0.8266332	0.1733668
1	125072	0.9924812	0.0075188
1	125268	0.9974937	0.0025063
1	125303	0.2575758	0.7424242
1	125305	0.9447236	0.0552764
1	125750	0.6392573	0.3607427
1	125757	0.3869210	0.6130790
1	125802	0.9596774	0.0403226
1	125809	0.7039106	0.2960894
1	126049	0.9396985	0.0603015
1	127134	0.9949749	0.0050251
1	127203	0.9799499	0.0200501
1	127783	0.9548872	0.0451128
1	127845	0.9824561	0.0175439
1	128120	0.9773300	0.0226700
1	128470	0.9820972	0.0179028
1	128485	0.9974359	0.0025641
1	128492	0.9923664	0.0076336
1	128604	0.8925831	0.1074169
1	128674	0.9747475	0.0252525
1	129521	0.9899749	0.0100251
1	129839	0.9824561	0.0175439
1	130198	0.9448622	0.0551378
1	130243	0.9774436	0.0225564
1	130255	0.9949875	0.0050125
1	130339	0.3508772	0.6491228
1	130562	0.9974937	0.0025063
1	130823	0.9974811	0.0025189
1	131046	0.9923274	0.0076726
1	131236	0.9922879	0.0077121
1	131685	0.9949239	0.0050761
1	131747	0.9924623	0.0075377
1	132333	0.9974874	0.0025126
1	132465	0.9974937	0.0025063
1	133125	0.9773300	0.0226700
1	134045	0.9949749	0.0050251
1	134274	0.9949875	0.0050125
1	134709	0.9924812	0.0075188
1	134714	0.9949875	0.0050125
1	135158	0.9949875	0.0050125
1	135179	0.9824561	0.0175439
1	135266	0.9949875	0.0050125
1	135708	0.9949875	0.0050125
1	135973	0.8872180	0.1127820
1	135987	0.9974937	0.0025063
1	136277	0.9849246	0.0150754
1	136338	0.8646617	0.1353383
1	136422	0.9447236	0.0552764
1	137258	0.0177215	0.9822785
1	137365	0.9874687	0.0125313
1	137704	0.9047619	0.0952381
1	137713	0.9699248	0.0300752
1	137959	0.9949749	0.0050251
1	137964	0.9798489	0.0201511
1	138247	0.9949875	0.0050125
1	138396	0.9949875	0.0050125
1	138823	0.9974937	0.0025063
1	138874	0.9974937	0.0025063
1	139039	0.9949875	0.0050125
1	139134	0.9924812	0.0075188
1	139187	0.9924812	0.0075188
1	139537	0.9949749	0.0050251
1	140011	0.9974937	0.0025063
1	140820	0.0250627	0.9749373
1	141442	0.9924812	0.0075188
1	141464	0.9949875	0.0050125
1	141550	0.9949875	0.0050125
1	143226	0.9974811	0.0025189
1	144142	0.2336683	0.7663317
1	144249	0.9974937	0.0025063
1	144870	0.7185930	0.2814070
1	144877	0.7185930	0.2814070
1	145037	0.9924812	0.0075188
1	145093	0.9674185	0.0325815
1	145172	0.9924812	0.0075188
1	145426	0.9598997	0.0401003
1	145515	0.7293233	0.2706767
1	145560	0.7644110	0.2355890
1	145674	0.9974937	0.0025063
1	145682	0.9949875	0.0050125
1	146050	0.9924623	0.0075377
1	146581	0.9547739	0.0452261
1	146945	0.9974293	0.0025707
1	147099	0.9796438	0.0203562
1	147198	0.9079284	0.0920716
1	147372	0.9682540	0.0317460
1	147590	0.9822785	0.0177215
1	148121	0.9824561	0.0175439
1	148309	0.7619048	0.2380952
1	148336	0.9974937	0.0025063
1	149082	0.9924812	0.0075188
1	149253	0.9799499	0.0200501
1	149598	0.6473552	0.3526448
1	149800	0.9974937	0.0025063
1	150328	0.9949875	0.0050125
1	150383	0.9849624	0.0150376
1	150409	0.7443609	0.2556391
1	150615	0.8065327	0.1934673
1	150836	0.9874687	0.0125313
1	151397	0.9924812	0.0075188
1	151728	0.9974937	0.0025063
1	151833	0.9949875	0.0050125
1	151861	0.9924812	0.0075188
1	151957	0.9924812	0.0075188
1	152202	0.9949749	0.0050251
1	152293	0.9655172	0.0344828
1	152598	0.9924812	0.0075188
1	152656	0.7939698	0.2060302
1	153334	0.9923077	0.0076923
1	153351	0.9974555	0.0025445
1	153873	0.9974811	0.0025189
1	153878	0.9974874	0.0025126
1	155256	0.9974937	0.0025063
1	155460	0.9949875	0.0050125
1	155488	0.9497487	0.0502513
1	155496	0.9924812	0.0075188
1	156446	0.9949875	0.0050125
1	156590	0.9083969	0.0916031
1	156692	0.9974874	0.0025126
1	157598	0.9849624	0.0150376
1	157697	0.9849624	0.0150376
1	157806	0.9624060	0.0375940
1	157827	0.8316583	0.1683417
1	157862	0.9974937	0.0025063
1	158054	0.9949875	0.0050125
1	158094	0.9974874	0.0025126
1	158120	0.9748744	0.0251256
1	158150	0.9849246	0.0150754
1	158952	0.8438287	0.1561713
1	159239	0.9924623	0.0075377
1	159266	0.8894472	0.1105528
1	159298	0.9298246	0.0701754
1	159516	0.4554974	0.5445026
1	159562	0.9128205	0.0871795
1	159656	0.9974619	0.0025381
1	159964	0.9949875	0.0050125
1	160846	0.9974160	0.0025840
1	161102	0.9874687	0.0125313
1	161271	0.9699248	0.0300752
1	161480	0.3324937	0.6675063
1	161523	0.6035354	0.3964646
1	161865	0.4497487	0.5502513
1	161885	0.2688442	0.7311558
1	162321	0.9974937	0.0025063
1	162384	0.9949875	0.0050125
1	162464	0.9749373	0.0250627
1	162473	0.7543860	0.2456140
1	162565	0.9824561	0.0175439
1	162603	0.9022556	0.0977444
1	162678	0.9974937	0.0025063
1	162981	0.0902256	0.9097744
1	163057	0.9949875	0.0050125
1	163071	0.9899749	0.0100251
1	163080	0.9899749	0.0100251
1	163118	0.9699248	0.0300752
1	163145	0.2631579	0.7368421
1	163257	0.9448622	0.0551378
1	163686	0.9974937	0.0025063
1	163708	0.9949875	0.0050125
1	163853	0.9874687	0.0125313
1	164024	0.1127820	0.8872180
1	164025	0.9974937	0.0025063
1	164610	0.9899749	0.0100251
1	164649	0.8316583	0.1683417
1	164650	0.8316583	0.1683417
1	164651	0.8316583	0.1683417
1	165016	0.9949875	0.0050125
1	165019	0.6407035	0.3592965
1	165214	0.9047619	0.0952381
1	165215	0.9924812	0.0075188
1	165308	0.9899497	0.0100503
1	165588	0.2538071	0.7461929
1	165970	0.9799499	0.0200501
1	166178	0.9974937	0.0025063
1	166500	0.9974359	0.0025641
1	166522	0.9939210	0.0060790
1	166603	0.9899244	0.0100756
1	166815	0.8897243	0.1102757
1	166913	0.9899497	0.0100503
1	167139	0.4636591	0.5363409
1	167312	0.6959799	0.3040201
1	167382	0.9598997	0.0401003
1	167583	0.3172589	0.6827411
1	167778	0.9849624	0.0150376
1	167899	0.8796992	0.1203008
1	167962	0.8646617	0.1353383
1	168038	0.9921671	0.0078329
1	168163	0.9724311	0.0275689
1	168636	0.9974747	0.0025253
1	168833	0.9973958	0.0026042
1	169497	0.9924812	0.0075188
1	169951	0.9672544	0.0327456
1	170685	0.9949495	0.0050505
1	171247	0.9949875	0.0050125
1	172176	0.9948718	0.0051282
1	172213	0.9949495	0.0050505
1	172233	0.9797468	0.0202532
1	173483	0.9949875	0.0050125
1	174849	0.9485861	0.0514139
1	174921	0.9945355	0.0054645
1	175184	0.9924051	0.0075949
1	176146	0.9974874	0.0025126
1	176509	0.8668407	0.1331593
1	177040	0.5670103	0.4329897
1	177152	0.9743590	0.0256410
1	177161	0.9820051	0.0179949
1	177283	0.8431877	0.1568123
1	177384	0.9974026	0.0025974
1	177387	0.9973684	0.0026316
1	178044	0.9974359	0.0025641
1	178049	0.9974026	0.0025974
1	178094	0.5952381	0.4047619
1	178265	0.9699248	0.0300752
1	178474	0.6892231	0.3107769
1	178726	0.1683417	0.8316583
1	178800	0.9924812	0.0075188
1	178884	0.9924433	0.0075567
1	179257	0.9974937	0.0025063
1	179264	0.9673367	0.0326633
1	179265	0.7316456	0.2683544
1	179326	0.9924812	0.0075188
1	179346	0.3924051	0.6075949
1	179347	0.3924051	0.6075949
1	179439	0.9974937	0.0025063
1	179542	0.9924623	0.0075377
1	179913	0.8922306	0.1077694
1	179952	0.4924623	0.5075377
1	179969	0.3057644	0.6942356
1	180034	0.1708543	0.8291457
1	180042	0.9371859	0.0628141
1	180054	0.9924623	0.0075377
1	180055	0.9346734	0.0653266
1	180056	0.5264484	0.4735516
1	180068	0.8589421	0.1410579
1	180069	0.7959698	0.2040302
1	180071	0.7959698	0.2040302
1	180131	0.8768844	0.1231156
1	180135	0.8768844	0.1231156
1	180170	0.2708861	0.7291139
1	180174	0.2702020	0.7297980
1	180175	0.2702020	0.7297980
1	180179	0.9271357	0.0728643
1	180181	0.2702020	0.7297980
1	180182	0.9974937	0.0025063
1	180183	0.7424242	0.2575758
1	180185	0.8567839	0.1432161
